book,chapter,verse,modern_text
Leviticus,27,19,"If he who dedicated the field will indeed redeem it, then he shall add the fifth part of the money of your valuation to it, and it shall remain his."
Leviticus,27,20,"If he will not redeem the field, or if he has sold the field to another man, it shall not be redeemed any more;"
Leviticus,27,21,"but the field, when it goes out in the Jubilee, shall be holy to Yahweh, as a devoted field. It shall be owned by the priests."
Leviticus,27,22,"“‘If he dedicates a field to Yahweh which he has bought, which is not of the field of his possession,"
Leviticus,27,23,"then the priest shall reckon to him the worth of your valuation up to the Year of Jubilee; and he shall give your valuation on that day, as a holy thing to Yahweh."
Leviticus,27,24,"In the Year of Jubilee the field shall return to him from whom it was bought, even to him to whom the possession of the land belongs."
Leviticus,27,25,All your valuations shall be according to the shekel of the sanctuary: twenty gerahs to the shekel.
Leviticus,27,26,"“‘Only the firstborn among animals, which is made Yahweh’s firstborn, no man may dedicate; whether an ox or a sheep. It is Yahweh’s."
Leviticus,27,27,"If it is an unclean animal, then he shall buy it back according to your valuation, and shall add to it the fifth part of it; or if it isn’t redeemed, then it shall be sold according to your valuation."
Leviticus,27,28,"“‘Notwithstanding, no devoted thing, that a man shall devote to Yahweh of all that he has, whether of man or animal, or of the field of his possession, shall be sold or redeemed. Everything devoted to destruction is most holy to Yahweh."
Leviticus,27,29,"“‘No one devoted, who shall be devoted from among men, shall be ransomed; he shall surely be put to death."
Leviticus,27,30,"“‘All the tithe of the land, whether of the seed of the land or of the fruit of the trees, is Yahweh’s. It is holy to Yahweh."
Leviticus,27,31,"If a man redeems anything of his tithe, he shall add a fifth part to it."
Leviticus,27,32,"All the tithe of the herds or the flocks, whatever passes under the rod, the tenth shall be holy to Yahweh."
Leviticus,27,33,"He shall not search whether it is good or bad, neither shall he change it. If he changes it at all, then both it and that for which it is changed shall be holy. It shall not be redeemed.’”"
Leviticus,27,34,These are the commandments which Yahweh commanded Moses for the children of Israel on Mount Sinai.
Numbers,1,1,"Yahweh spoke to Moses in the wilderness of Sinai, in the Tent of Meeting, on the first day of the second month, in the second year after they had come out of the land of Egypt, saying,"
Numbers,1,2,"“Take a census of all the congregation of the children of Israel, by their families, by their fathers’ houses, according to the number of the names, every male, one by one;"
Numbers,1,3,"from twenty years old and upward, all who are able to go out to war in Israel. You and Aaron shall count them by their divisions."
Numbers,1,4,With you there shall be a man of every tribe; everyone head of his fathers’ house.
Numbers,1,5,These are the names of the men who shall stand with you: Of Reuben: Elizur the son of Shedeur.
Numbers,1,6,Of Simeon: Shelumiel the son of Zurishaddai.
Numbers,1,7,Of Judah: Nahshon the son of Amminadab.
Numbers,1,8,Of Issachar: Nethanel the son of Zuar.
Numbers,1,9,Of Zebulun: Eliab the son of Helon.
Numbers,1,10,Of the children of Joseph: Of Ephraim: Elishama the son of Ammihud. Of Manasseh: Gamaliel the son of Pedahzur.
Numbers,1,11,Of Benjamin: Abidan the son of Gideoni.
Numbers,1,12,Of Dan: Ahiezer the son of Ammishaddai.
Numbers,1,13,Of Asher: Pagiel the son of Ochran.
Numbers,1,14,Of Gad: Eliasaph the son of Deuel.
Numbers,1,15,Of Naphtali: Ahira the son of Enan.”
Numbers,1,16,"These are those who were called of the congregation, the princes of the tribes of their fathers; they were the heads of the thousands of Israel."
Numbers,1,17,Moses and Aaron took these men who are mentioned by name.
Numbers,1,18,"They assembled all the congregation together on the first day of the second month; and they declared their ancestry by their families, by their fathers’ houses, according to the number of the names, from twenty years old and upward, one by one."
Numbers,1,19,"As Yahweh commanded Moses, so he counted them in the wilderness of Sinai."
Numbers,1,20,"The children of Reuben, Israel’s firstborn, their generations, by their families, by their fathers’ houses, according to the number of the names, one by one, every male from twenty years old and upward, all who were able to go out to war;"
Numbers,1,21,"those who were counted of them, of the tribe of Reuben, were forty-six thousand five hundred."
Numbers,1,22,"Of the children of Simeon, their generations, by their families, by their fathers’ houses, those who were counted of it, according to the number of the names, one by one, every male from twenty years old and upward, all who were able to go out to war;"
Numbers,1,23,"those who were counted of them, of the tribe of Simeon, were fifty-nine thousand three hundred."
Numbers,1,24,"Of the children of Gad, their generations, by their families, by their fathers’ houses, according to the number of the names, from twenty years old and upward, all who were able to go out to war;"
Numbers,1,25,"those who were counted of them, of the tribe of Gad, were forty-five thousand six hundred fifty."
Numbers,1,26,"Of the children of Judah, their generations, by their families, by their fathers’ houses, according to the number of the names, from twenty years old and upward, all who were able to go out to war;"
Numbers,1,27,"those who were counted of them, of the tribe of Judah, were seventy-four thousand six hundred."
Numbers,1,28,"Of the children of Issachar, their generations, by their families, by their fathers’ houses, according to the number of the names, from twenty years old and upward, all who were able to go out to war;"
Numbers,1,29,"those who were counted of them, of the tribe of Issachar, were fifty-four thousand four hundred."
Numbers,1,30,"Of the children of Zebulun, their generations, by their families, by their fathers’ houses, according to the number of the names, from twenty years old and upward, all who were able to go out to war;"
Numbers,1,31,"those who were counted of them, of the tribe of Zebulun, were fifty-seven thousand four hundred."
Numbers,1,32,"Of the children of Joseph, of the children of Ephraim, their generations, by their families, by their fathers’ houses, according to the number of the names, from twenty years old and upward, all who were able to go out to war;"
Numbers,1,33,"those who were counted of them, of the tribe of Ephraim, were forty thousand five hundred."
Numbers,1,34,"Of the children of Manasseh, their generations, by their families, by their fathers’ houses, according to the number of the names, from twenty years old and upward, all who were able to go out to war;"
Numbers,1,35,"those who were counted of them, of the tribe of Manasseh, were thirty-two thousand two hundred."
Numbers,1,36,"Of the children of Benjamin, their generations, by their families, by their fathers’ houses, according to the number of the names, from twenty years old and upward, all who were able to go out to war;"
Numbers,1,37,"those who were counted of them, of the tribe of Benjamin, were thirty-five thousand four hundred."
Numbers,1,38,"Of the children of Dan, their generations, by their families, by their fathers’ houses, according to the number of the names, from twenty years old and upward, all who were able to go out to war;"
Numbers,1,39,"those who were counted of them, of the tribe of Dan, were sixty-two thousand seven hundred."
Numbers,1,40,"Of the children of Asher, their generations, by their families, by their fathers’ houses, according to the number of the names, from twenty years old and upward, all who were able to go out to war;"
Numbers,1,41,"those who were counted of them, of the tribe of Asher, were forty-one thousand five hundred."
Numbers,1,42,"Of the children of Naphtali, their generations, by their families, by their fathers’ houses, according to the number of the names, from twenty years old and upward, all who were able to go out to war;"
Numbers,1,43,"those who were counted of them, of the tribe of Naphtali, were fifty-three thousand four hundred."
Numbers,1,44,"These are those who were counted, whom Moses and Aaron counted, and the princes of Israel, being twelve men: they were each one for his fathers’ house."
Numbers,1,45,"So all those who were counted of the children of Israel by their fathers’ houses, from twenty years old and upward, all who were able to go out to war in Israel;"
Numbers,1,46,even all those who were counted were six hundred three thousand five hundred fifty.
Numbers,1,47,But the Levites after the tribe of their fathers were not counted among them.
Numbers,1,48,"For Yahweh spoke to Moses, saying,"
Numbers,1,49,"“Only the tribe of Levi you shall not count, neither shall you take a census of them among the children of Israel;"
Numbers,1,50,"but appoint the Levites over the Tabernacle of the Testimony, and over all its furnishings, and over all that belongs to it. They shall carry the tabernacle, and all its furnishings; and they shall take care of it, and shall encamp around it."
Numbers,1,51,"When the tabernacle is to move, the Levites shall take it down; and when the tabernacle is to be set up, the Levites shall set it up. The stranger who comes near shall be put to death."
Numbers,1,52,"The children of Israel shall pitch their tents, every man by his own camp, and every man by his own standard, according to their divisions."
Numbers,1,53,"But the Levites shall encamp around the Tabernacle of the Testimony, that there may be no wrath on the congregation of the children of Israel: and the Levites shall be responsible for the Tabernacle of the Testimony.”"
Numbers,1,54,"Thus the children of Israel did. According to all that Yahweh commanded Moses, so they did."
Numbers,2,1,"Yahweh spoke to Moses and to Aaron, saying,"
Numbers,2,2,"“The children of Israel shall encamp every man by his own standard, with the banners of their fathers’ houses: at a distance from the Tent of Meeting shall they encamp around it.”"
Numbers,2,3,"Those who encamp on the east side toward the sunrise shall be of the standard of the camp of Judah, according to their divisions: and the prince of the children of Judah shall be Nahshon the son of Amminadab."
Numbers,2,4,"His division, and those who were counted of them, were seventy-four thousand six hundred."
Numbers,2,5,Those who encamp next to him shall be the tribe of Issachar: and the prince of the children of Issachar shall be Nethanel the son of Zuar.
Numbers,2,6,"His division, and those who were counted of it, were fifty-four thousand four hundred."
Numbers,2,7,The tribe of Zebulun: and the prince of the children of Zebulun shall be Eliab the son of Helon.
Numbers,2,8,"His division, and those who were counted of it, were fifty-seven thousand four hundred."
Numbers,2,9,"All who were counted of the camp of Judah were one hundred eighty-six thousand four hundred, according to their divisions. They shall set out first."
Numbers,2,10,“On the south side shall be the standard of the camp of Reuben according to their divisions. The prince of the children of Reuben shall be Elizur the son of Shedeur.
Numbers,2,11,"His division, and those who were counted of it, were forty-six thousand five hundred."
Numbers,2,12,“Those who encamp next to him shall be the tribe of Simeon. The prince of the children of Simeon shall be Shelumiel the son of Zurishaddai.
Numbers,2,13,"His division, and those who were counted of them, were fifty-nine thousand three hundred."
Numbers,2,14,“The tribe of Gad: and the prince of the children of Gad shall be Eliasaph the son of Reuel.
Numbers,2,15,"His division, and those who were counted of them, were forty-five thousand six hundred fifty."
Numbers,2,16,"“All who were counted of the camp of Reuben were one hundred fifty-one thousand four hundred fifty, according to their armies. They shall set out second."
Numbers,2,17,"“Then the Tent of Meeting shall set out, with the camp of the Levites in the middle of the camps. As they encamp, so shall they set out, every man in his place, by their standards."
Numbers,2,18,“On the west side shall be the standard of the camp of Ephraim according to their divisions: and the prince of the children of Ephraim shall be Elishama the son of Ammihud.
Numbers,2,19,"His division, and those who were counted of them, were forty thousand five hundred."
Numbers,2,20,“Next to him shall be the tribe of Manasseh: and the prince of the children of Manasseh shall be Gamaliel the son of Pedahzur.
Numbers,2,21,"His division, and those who were counted of them, were thirty-two thousand two hundred."
Numbers,2,22,“The tribe of Benjamin: and the prince of the children of Benjamin shall be Abidan the son of Gideoni.
Numbers,2,23,"His army, and those who were counted of them, were thirty-five thousand four hundred."
Numbers,2,24,"“All who were counted of the camp of Ephraim were one hundred eight thousand one hundred, according to their divisions. They shall set out third."
Numbers,2,25,“On the north side shall be the standard of the camp of Dan according to their divisions: and the prince of the children of Dan shall be Ahiezer the son of Ammishaddai.
Numbers,2,26,"His division, and those who were counted of them, were sixty-two thousand seven hundred."
Numbers,2,27,“Those who encamp next to him shall be the tribe of Asher: and the prince of the children of Asher shall be Pagiel the son of Ochran.
Numbers,2,28,"His division, and those who were counted of them, were forty-one thousand and five hundred."
Numbers,2,29,“The tribe of Naphtali: and the prince of the children of Naphtali shall be Ahira the son of Enan.
Numbers,2,30,"His division, and those who were counted of them, were fifty-three thousand four hundred."
Numbers,2,31,“All who were counted of the camp of Dan were one hundred fifty-seven thousand six hundred. They shall set out last by their standards.”
Numbers,2,32,These are those who were counted of the children of Israel by their fathers’ houses. All who were counted of the camps according to their armies were six hundred three thousand five hundred fifty.
Numbers,2,33,But the Levites were not counted among the children of Israel; as Yahweh commanded Moses.
Numbers,2,34,"Thus the children of Israel did. According to all that Yahweh commanded Moses, so they encamped by their standards, and so they set out, everyone by their families, according to their fathers’ houses."
2 Samuel,7,1,"When the king lived in his house, and Yahweh had given him rest from all his enemies all around,"
2 Samuel,7,2,"the king said to Nathan the prophet, “See now, I dwell in a house of cedar, but God’s ark dwells within curtains.”"
2 Samuel,7,3,"Nathan said to the king, “Go, do all that is in your heart; for Yahweh is with you.”"
2 Samuel,7,4,"That same night, Yahweh’s word came to Nathan, saying,"
2 Samuel,7,5,"“Go and tell my servant David, ‘Yahweh says, “Should you build me a house for me to dwell in?"
2 Samuel,7,6,"For I have not lived in a house since the day that I brought the children of Israel up out of Egypt, even to this day, but have moved around in a tent and in a tabernacle."
2 Samuel,7,7,"In all places in which I have walked with all the children of Israel, did I say a word to any of the tribes of Israel, whom I commanded to be shepherd of my people Israel, saying, ‘Why have you not built me a house of cedar?’”’"
2 Samuel,7,8,"Now therefore tell my servant David this, ‘Yahweh of Armies says, “I took you from the sheep pen, from following the sheep, to be prince over my people, over Israel."
2 Samuel,7,9,"I have been with you wherever you went, and have cut off all your enemies from before you. I will make you a great name, like the name of the great ones who are in the earth."
2 Samuel,7,10,"I will appoint a place for my people Israel, and will plant them, that they may dwell in their own place, and be moved no more. The children of wickedness will not afflict them any more, as at the first,"
2 Samuel,7,11,and as from the day that I commanded judges to be over my people Israel. I will cause you to rest from all your enemies. Moreover Yahweh tells you that Yahweh will make you a house.
2 Samuel,7,12,"When your days are fulfilled, and you sleep with your fathers, I will set up your offspring after you, who will proceed out of your body, and I will establish his kingdom."
2 Samuel,7,13,"He will build a house for my name, and I will establish the throne of his kingdom forever."
2 Samuel,7,14,"I will be his father, and he will be my son. If he commits iniquity, I will chasten him with the rod of men, and with the stripes of the children of men;"
2 Samuel,7,15,"but my loving kindness will not depart from him, as I took it from Saul, whom I put away before you."
2 Samuel,7,16,Your house and your kingdom will be made sure forever before you. Your throne will be established forever.”’”
2 Samuel,7,17,"Nathan spoke to David all these words, and according to all this vision."
2 Samuel,7,18,"Then David the king went in, and sat before Yahweh; and he said, “Who am I, Lord Yahweh, and what is my house, that you have brought me this far?"
2 Samuel,7,19,"This was yet a small thing in your eyes, Lord Yahweh; but you have spoken also of your servant’s house for a great while to come; and this among men, Lord Yahweh!"
2 Samuel,7,20,"What more can David say to you? For you know your servant, Lord Yahweh."
2 Samuel,7,21,"For your word’s sake, and according to your own heart, you have worked all this greatness, to make your servant know it."
2 Samuel,7,22,"Therefore you are great, Yahweh God. For there is no one like you, neither is there any God besides you, according to all that we have heard with our ears."
2 Samuel,7,23,"What one nation in the earth is like your people, even like Israel, whom God went to redeem to himself for a people, and to make himself a name, and to do great things for you, and awesome things for your land, before your people, whom you redeemed to yourself out of Egypt, from the nations and their gods?"
2 Samuel,7,24,"You established for yourself your people Israel to be your people forever; and you, Yahweh, became their God."
2 Samuel,7,25,"Now, Yahweh God, the word that you have spoken concerning your servant, and concerning his house, confirm it forever, and do as you have spoken."
2 Samuel,7,26,"Let your name be magnified forever, saying, ‘Yahweh of Armies is God over Israel; and the house of your servant David will be established before you.’"
2 Samuel,7,27,"For you, Yahweh of Armies, the God of Israel, have revealed to your servant, saying, ‘I will build you a house.’ Therefore your servant has found in his heart to pray this prayer to you."
2 Samuel,7,28,"“Now, O Lord Yahweh, you are God, and your words are truth, and you have promised this good thing to your servant."
2 Samuel,7,29,"Now therefore let it please you to bless the house of your servant, that it may continue forever before you; for you, Lord Yahweh, have spoken it. Let the house of your servant be blessed forever with your blessing.”"
2 Samuel,8,1,"After this, David struck the Philistines and subdued them; and David took the bridle of the mother city out of the hand of the Philistines."
2 Samuel,8,2,"He struck Moab, and measured them with the line, making them to lie down on the ground; and he measured two lines to put to death, and one full line to keep alive. The Moabites became servants to David, and brought tribute."
2 Samuel,8,3,"David struck also Hadadezer the son of Rehob, king of Zobah, as he went to recover his dominion at the River."
2 Samuel,8,4,"David took from him one thousand seven hundred horsemen and twenty thousand footmen. David hamstrung all the chariot horses, but reserved of them for one hundred chariots."
2 Samuel,8,5,"When the Syrians of Damascus came to help Hadadezer king of Zobah, David struck twenty two thousand men of the Syrians."
2 Samuel,8,6,"Then David put garrisons in Syria of Damascus; and the Syrians became servants to David, and brought tribute. Yahweh gave victory to David wherever he went."
2 Samuel,8,7,"David took the shields of gold that were on the servants of Hadadezer, and brought them to Jerusalem."
2 Samuel,8,8,"From Betah and from Berothai, cities of Hadadezer, king David took a great quantity of brass."
2 Samuel,8,9,"When Toi king of Hamath heard that David had struck all the army of Hadadezer,"
2 Samuel,8,10,"then Toi sent Joram his son to king David, to greet him, and to bless him, because he had fought against Hadadezer and struck him; for Hadadezer had wars with Toi. Joram brought with him vessels of silver, vessels of gold, and vessels of brass:"
2 Samuel,8,11,"King David also dedicated these to Yahweh, with the silver and gold that he dedicated of all the nations which he subdued;"
2 Samuel,8,12,"of Syria, of Moab, of the children of Ammon, of the Philistines, of Amalek, and of the plunder of Hadadezer, son of Rehob, king of Zobah."
2 Samuel,8,13,David earned a reputation when he returned from striking down eighteen thousand men of the Syrians in the Valley of Salt.
2 Samuel,8,14,"He put garrisons in Edom. Throughout all Edom put he garrisons, and all the Edomites became servants to David. Yahweh gave victory to David wherever he went."
2 Samuel,8,15,David reigned over all Israel; and David executed justice and righteousness for all his people.
2 Samuel,8,16,"Joab the son of Zeruiah was over the army, Jehoshaphat the son of Ahilud was recorder,"
2 Samuel,8,17,"Zadok the son of Ahitub and Ahimelech the son of Abiathar were priests, Seraiah was scribe,"
2 Samuel,8,18,"Benaiah the son of Jehoiada was over the Cherethites and the Pelethites, David’s sons were chief ministers."
2 Samuel,9,1,"David said, “Is there yet any who is left of Saul’s house, that I may show him kindness for Jonathan’s sake?”"
2 Samuel,9,2,"There was of Saul’s house a servant whose name was Ziba, and they called him to David; and the king said to him, “Are you Ziba?” He said, “I am your servant.”"
2 Samuel,9,3,"The king said, “Is there not yet any of Saul’s house, that I may show the kindness of God to him?” Ziba said to the king, “Jonathan still has a son, who is lame in his feet.”"
2 Samuel,9,4,"The king said to him, “Where is he?” Ziba said to the king, “Behold, he is in the house of Machir the son of Ammiel, in Lo Debar.”"
2 Samuel,9,5,"Then king David sent, and brought him out of the house of Machir the son of Ammiel, from Lo Debar."
2 Samuel,9,6,"Mephibosheth, the son of Jonathan, the son of Saul, came to David, and fell on his face, and showed respect. David said, “Mephibosheth.” He answered, “Behold, your servant!”"
2 Samuel,9,7,"David said to him, “Don’t be afraid; for I will surely show you kindness for Jonathan your father’s sake, and will restore to you all the land of Saul your father. You will eat bread at my table continually.”"
2 Samuel,9,8,"He bowed down, and said, “What is your servant, that you should look at such a dead dog as I am?”"
2 Samuel,9,9,"Then the king called to Ziba, Saul’s servant, and said to him, “All that belonged to Saul and to all his house I have given to your master’s son."
2 Samuel,9,10,"Till the land for him, you, your sons, and your servants. Bring in the harvest, that your master’s son may have bread to eat; but Mephibosheth your master’s son will always eat bread at my table.” Now Ziba had fifteen sons and twenty servants."
2 Samuel,9,11,"Then Ziba said to the king, “According to all that my lord the king commands his servant, so your servant will do.” So Mephibosheth ate at the king’s table, like one of the king’s sons."
2 Samuel,9,12,"Mephibosheth had a young son, whose name was Mica. All that lived in Ziba’s house were servants to Mephibosheth."
2 Samuel,9,13,So Mephibosheth lived in Jerusalem; for he ate continually at the king’s table. He was lame in both his feet.
2 Samuel,10,1,"After this, the king of the children of Ammon died, and Hanun his son reigned in his place."
2 Samuel,10,2,"David said, “I will show kindness to Hanun the son of Nahash, as his father showed kindness to me.” So David sent by his servants to comfort him concerning his father. David’s servants came into the land of the children of Ammon."
2 Samuel,10,3,"But the princes of the children of Ammon said to Hanun their lord, “Do you think that David honors your father, in that he has sent comforters to you? Hasn’t David sent his servants to you to search the city, to spy it out, and to overthrow it?”"
2 Samuel,10,4,"So Hanun took David’s servants, shaved off one half of their beards, and cut off their garments in the middle, even to their buttocks, and sent them away."
2 Samuel,10,5,"When they told David this, he sent to meet them, for the men were greatly ashamed. The king said, “Wait at Jericho until your beards have grown, and then return.”"
2 Samuel,10,6,"When the children of Ammon saw that they had become odious to David, the children of Ammon sent and hired the Syrians of Beth Rehob, and the Syrians of Zobah, twenty thousand footmen, and the king of Maacah with one thousand men, and the men of Tob twelve thousand men."
2 Samuel,10,7,"When David heard of it, he sent Joab, and all the army of the mighty men."
2 Samuel,10,8,"The children of Ammon came out, and put the battle in array at the entrance of the gate. The Syrians of Zobah and of Rehob, and the men of Tob and Maacah, were by themselves in the field."
2 Samuel,10,9,"Now when Joab saw that the battle was set against him before and behind, he chose of all the choice men of Israel, and put them in array against the Syrians."
2 Samuel,10,10,The rest of the people he committed into the hand of Abishai his brother; and he put them in array against the children of Ammon.
2 Samuel,10,11,"He said, “If the Syrians are too strong for me, then you shall help me; but if the children of Ammon are too strong for you, then I will come and help you."
2 Samuel,10,12,"Be courageous, and let us be strong for our people, and for the cities of our God; and may Yahweh do what seems good to him.”"
2 Samuel,10,13,"So Joab and the people who were with him came near to the battle against the Syrians, and they fled before him."
2 Samuel,10,14,"When the children of Ammon saw that the Syrians had fled, they likewise fled before Abishai, and entered into the city. Then Joab returned from the children of Ammon, and came to Jerusalem."
2 Samuel,10,15,"When the Syrians saw that they were defeated by Israel, they gathered themselves together."
2 Samuel,10,16,"Hadadezer sent, and brought out the Syrians who were beyond the River: and they came to Helam, with Shobach the captain of the army of Hadadezer at their head."
2 Samuel,10,17,"David was told that; and he gathered all Israel together, passed over the Jordan, and came to Helam. The Syrians set themselves in array against David, and fought with him."
2 Samuel,10,18,"The Syrians fled before Israel; and David killed seven hundred charioteers of the Syrians, and forty thousand horsemen, and struck Shobach the captain of their army, so that he died there."
2 Samuel,10,19,"When all the kings who were servants to Hadadezer saw that they were defeated before Israel, they made peace with Israel, and served them. So the Syrians were afraid to help the children of Ammon any more."
2 Samuel,11,1,"At the return of the year, at the time when kings go out, David sent Joab, and his servants with him, and all Israel; and they destroyed the children of Ammon, and besieged Rabbah. But David stayed at Jerusalem."
2 Samuel,11,2,"At evening, David arose from his bed and walked on the roof of the king’s house. From the roof, he saw a woman bathing, and the woman was very beautiful to look at."
2 Samuel,11,3,"David sent and inquired after the woman. One said, “Isn’t this Bathsheba, the daughter of Eliam, Uriah the Hittite’s wife?”"
2 Samuel,11,4,"David sent messengers, and took her; and she came in to him, and he lay with her (for she was purified from her uncleanness); and she returned to her house."
2 Samuel,11,5,"The woman conceived; and she sent and told David, and said, “I am with child.”"
2 Samuel,11,6,"David sent to Joab, “Send me Uriah the Hittite.” Joab sent Uriah to David."
2 Samuel,11,7,"When Uriah had come to him, David asked him how Joab did, and how the people fared, and how the war prospered."
2 Samuel,11,8,"David said to Uriah, “Go down to your house and wash your feet.” Uriah departed out of the king’s house, and a gift from the king was sent after him."
2 Samuel,11,9,"But Uriah slept at the door of the king’s house with all the servants of his lord, and didn’t go down to his house."
2 Samuel,11,10,"When they had told David, saying, “Uriah didn’t go down to his house,” David said to Uriah, “Haven’t you come from a journey? Why didn’t you go down to your house?”"
2 Samuel,11,11,"Uriah said to David, “The ark, Israel, and Judah, are staying in tents; and my lord Joab and the servants of my lord, are encamped in the open field. Shall I then go into my house to eat and to drink, and to lie with my wife? As you live, and as your soul lives, I will not do this thing!”"
2 Samuel,11,12,"David said to Uriah, “Stay here today also, and tomorrow I will let you depart.” So Uriah stayed in Jerusalem that day, and the next day."
2 Samuel,11,13,"When David had called him, he ate and drink before him; and he made him drunk. At evening, he went out to lie on his bed with the servants of his lord, but didn’t go down to his house."
2 Samuel,11,14,"In the morning, David wrote a letter to Joab, and sent it by the hand of Uriah."
2 Samuel,11,15,"He wrote in the letter, saying, “Send Uriah to the forefront of the hottest battle, and retreat from him, that he may be struck, and die.”"
2 Samuel,11,16,"When Joab kept watch on the city, he assigned Uriah to the place where he knew that valiant men were."
2 Samuel,11,17,"The men of the city went out, and fought with Joab. Some of the people fell, even of David’s servants; and Uriah the Hittite died also."
2 Samuel,11,18,Then Joab sent and told David all the things concerning the war;
2 Samuel,11,19,"and he commanded the messenger, saying, “When you have finished telling all the things concerning the war to the king,"
2 Samuel,11,20,"it shall be that, if the king’s wrath arise, and he asks you, ‘Why did you go so near to the city to fight? Didn’t you know that they would shoot from the wall?"
2 Samuel,11,21,"Who struck Abimelech the son of Jerubbesheth? Didn’t a woman cast an upper millstone on him from the wall, so that he died at Thebez? Why did you go so near the wall?’ then you shall say, ‘Your servant Uriah the Hittite is also dead.’”"
2 Samuel,11,22,"So the messenger went, and came and showed David all that Joab had sent him for."
2 Samuel,11,23,"The messenger said to David, “The men prevailed against us, and came out to us into the field, and we were on them even to the entrance of the gate."
2 Samuel,11,24,"The shooters shot at your servants from off the wall; and some of the king’s servants are dead, and your servant Uriah the Hittite is also dead.”"
2 Samuel,11,25,"Then David said to the messenger, “Tell Joab, ‘Don’t let this thing displease you, for the sword devours one as well as another. Make your battle stronger against the city, and overthrow it.’ Encourage him.”"
2 Samuel,11,26,"When Uriah’s wife heard that Uriah her husband was dead, she mourned for her husband."
2 Samuel,11,27,"When the mourning was past, David sent and took her home to his house, and she became his wife, and bore him a son. But the thing that David had done displeased Yahweh."
2 Samuel,12,1,"Yahweh sent Nathan to David. He came to him, and said to him, “There were two men in one city; the one rich, and the other poor."
2 Samuel,12,2,"The rich man had very many flocks and herds,"
2 Samuel,12,3,"but the poor man had nothing, except one little ewe lamb, which he had bought and raised. It grew up together with him, and with his children. It ate of his own food, drank of his own cup, and lay in his bosom, and was like a daughter to him."
2 Samuel,12,4,"A traveler came to the rich man, and he spared to take of his own flock and of his own herd, to prepare for the wayfaring man who had come to him, but took the poor man’s lamb, and prepared it for the man who had come to him.”"
2 Samuel,12,5,"David’s anger burned hot against the man, and he said to Nathan, “As Yahweh lives, the man who has done this deserves to die!"
2 Samuel,12,6,"He must restore the lamb fourfold, because he did this thing, and because he had no pity!”"
2 Samuel,12,7,"Nathan said to David, “You are the man. This is what Yahweh, the God of Israel, says: ‘I anointed you king over Israel, and I delivered you out of the hand of Saul."
2 Samuel,12,8,"I gave you your master’s house, and your master’s wives into your bosom, and gave you the house of Israel and of Judah; and if that would have been too little, I would have added to you many more such things."
2 Samuel,12,9,"Why have you despised Yahweh’s word, to do that which is evil in his sight? You have struck Uriah the Hittite with the sword, and have taken his wife to be your wife, and have slain him with the sword of the children of Ammon."
2 Samuel,12,10,"Now therefore the sword will never depart from your house, because you have despised me, and have taken Uriah the Hittite’s wife to be your wife.’"
2 Samuel,12,11,"“This is what Yahweh says: ‘Behold, I will raise up evil against you out of your own house; and I will take your wives before your eyes, and give them to your neighbor, and he will lie with your wives in the sight of this sun."
2 Samuel,12,12,"For you did this secretly, but I will do this thing before all Israel, and before the sun.’”"
2 Samuel,12,13,"David said to Nathan, “I have sinned against Yahweh.” Nathan said to David, “Yahweh also has put away your sin. You will not die."
2 Samuel,12,14,"However, because by this deed you have given great occasion to Yahweh’s enemies to blaspheme, the child also who is born to you will surely die.”"
2 Samuel,12,15,"Nathan departed to his house. Yahweh struck the child that Uriah’s wife bore to David, and it was very sick."
2 Samuel,12,16,"David therefore begged God for the child; and David fasted, and went in, and lay all night on the ground."
2 Samuel,12,17,"The elders of his house arose beside him, to raise him up from the earth: but he would not, and he didn’t eat bread with them."
2 Samuel,12,18,"On the seventh day, the child died. David’s servants were afraid to tell him that the child was dead, for they said, “Behold, while the child was yet alive, we spoke to him, and he didn’t listen to our voice. How will he then harm himself, if we tell him that the child is dead?”"
2 Samuel,12,19,"But when David saw that his servants were whispering together, David perceived that the child was dead; and David said to his servants, “Is the child dead?” They said, “He is dead.”"
2 Samuel,12,20,"Then David arose from the earth, and washed, and anointed himself, and changed his clothing; and he came into Yahweh’s house, and worshiped. Then he came to his own house; and when he requested, they set bread before him, and he ate."
2 Samuel,12,21,"Then his servants said to him, “What is this that you have done? You fasted and wept for the child while he was alive, but when the child was dead, you rose up and ate bread.”"
2 Samuel,12,22,"He said, “While the child was yet alive, I fasted and wept; for I said, ‘Who knows whether Yahweh will not be gracious to me, that the child may live?’"
2 Samuel,12,23,"But now he is dead, why should I fast? Can I bring him back again? I will go to him, but he will not return to me.”"
2 Samuel,12,24,"David comforted Bathsheba his wife, and went in to her, and lay with her. She bore a son, and he called his name Solomon. Yahweh loved him;"
2 Samuel,12,25,"and he sent by the hand of Nathan the prophet, and he named him Jedidiah, for Yahweh’s sake."
2 Samuel,12,26,"Now Joab fought against Rabbah of the children of Ammon, and took the royal city."
2 Samuel,12,27,"Joab sent messengers to David, and said, “I have fought against Rabbah. Yes, I have taken the city of waters."
2 Samuel,12,28,"Now therefore gather the rest of the people together, and encamp against the city, and take it; lest I take the city, and it be called by my name.”"
2 Samuel,12,29,"David gathered all the people together, and went to Rabbah, and fought against it, and took it."
2 Samuel,12,30,"He took the crown of their king from off his head; and its weight was a talent of gold, and in it were precious stones; and it was set on David’s head. He brought a great quantity of plunder out of the city."
